difficulty,id,paidOnly,questionFrontendId,status,title,titleSlug,topicTags,acRate
MEDIUM,2080,False,1958,TO_DO,Check if Move is Legal,check-if-move-is-legal,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.4956752191513527
MEDIUM,2081,False,1959,TO_DO,Minimum Total Space Wasted With K Resizing Operations,minimum-total-space-wasted-with-k-resizing-operations,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.43175698418041064
HARD,1336,False,1960,TO_DO,Maximum Product of the Length of Two Palindromic Substrings,maximum-product-of-the-length-of-two-palindromic-substrings,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Rolling Hash', 'slug': 'rolling-hash', '__typename': 'CommonTagNode'}, {'name': 'Hash Function', 'slug': 'hash-function', '__typename': 'CommonTagNode'}]",0.30453492221118833
EASY,2093,False,1961,TO_DO,Check If String Is a Prefix of Array,check-if-string-is-a-prefix-of-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.5261320048805808
MEDIUM,2094,False,1962,TO_DO,Remove Stones to Minimize the Total,remove-stones-to-minimize-the-total,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}]",0.6485430298855853
MEDIUM,2095,False,1963,TO_DO,Minimum Number of Swaps to Make the String Balanced,minimum-number-of-swaps-to-make-the-string-balanced,"[{'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.7804787399676553
HARD,2096,False,1964,TO_DO,Find the Longest Valid Obstacle Course at Each Position,find-the-longest-valid-obstacle-course-at-each-position,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Binary Indexed Tree', 'slug': 'binary-indexed-tree', '__typename': 'CommonTagNode'}]",0.6254480286738351
EASY,2110,False,1965,TO_DO,Employees With Missing Information,employees-with-missing-information,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.7292805708964513
MEDIUM,2111,True,1966,TO_DO,Binary Searchable Numbers in an Unsorted Array,binary-searchable-numbers-in-an-unsorted-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}]",0.6251977848101266
EASY,2099,False,1967,TO_DO,Number of Strings That Appear as Substrings in Word,number-of-strings-that-appear-as-substrings-in-word,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",0.8212199290798234
MEDIUM,2085,False,1968,TO_DO,Array With Elements Not Equal to Average of Neighbors,array-with-elements-not-equal-to-average-of-neighbors,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.5028549097935346
MEDIUM,2100,False,1969,TO_DO,Minimum Non-Zero Product of the Array Elements,minimum-non-zero-product-of-the-array-elements,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Recursion', 'slug': 'recursion', '__typename': 'CommonTagNode'}]",0.3659282087553995
HARD,2101,False,1970,TO_DO,Last Day Where You Can Still Cross,last-day-where-you-can-still-cross,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.6243357926526243
EASY,2121,False,1971,TO_DO,Find if Path Exists in Graph,find-if-path-exists-in-graph,"[{'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}]",0.5425325416242764
HARD,2120,True,1972,TO_DO,First and Last Call On the Same Day,first-and-last-call-on-the-same-day,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.5107468282687361
MEDIUM,2126,True,1973,TO_DO,Count Nodes Equal to Sum of Descendants,count-nodes-equal-to-sum-of-descendants,"[{'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",0.7718053248779506
EASY,2088,False,1974,TO_DO,Minimum Time to Type Word Using Special Typewriter,minimum-time-to-type-word-using-special-typewriter,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.7799500089269773
MEDIUM,2089,False,1975,TO_DO,Maximum Matrix Sum,maximum-matrix-sum,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.6588200814747516
MEDIUM,2090,False,1976,TO_DO,Number of Ways to Arrive at Destination,number-of-ways-to-arrive-at-destination,"[{'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}, {'name': 'Topological Sort', 'slug': 'topological-sort', '__typename': 'CommonTagNode'}, {'name': 'Shortest Path', 'slug': 'shortest-path', '__typename': 'CommonTagNode'}]",0.37223618883774434
HARD,2091,False,1977,TO_DO,Number of Ways to Separate Numbers,number-of-ways-to-separate-numbers,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Suffix Array', 'slug': 'suffix-array', '__typename': 'CommonTagNode'}]",0.2106984538869067
EASY,2127,False,1978,TO_DO,Employees Whose Manager Left the Company,employees-whose-manager-left-the-company,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.48808848257398796
EASY,2106,False,1979,TO_DO,Find Greatest Common Divisor of Array,find-greatest-common-divisor-of-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Number Theory', 'slug': 'number-theory', '__typename': 'CommonTagNode'}]",0.7890531875939761
MEDIUM,2107,False,1980,TO_DO,Find Unique Binary String,find-unique-binary-string,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}]",0.7939916349402112
MEDIUM,2108,False,1981,TO_DO,Minimize the Difference Between Target and Chosen Elements,minimize-the-difference-between-target-and-chosen-elements,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.3608759419410307
HARD,2109,False,1982,TO_DO,Find Array Given Subset Sums,find-array-given-subset-sums,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Divide and Conquer', 'slug': 'divide-and-conquer', '__typename': 'CommonTagNode'}]",0.4901336287474901
MEDIUM,519,True,1983,TO_DO,Widest Pair of Indices With Equal Range Sum,widest-pair-of-indices-with-equal-range-sum,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.5355208665179993
EASY,2112,False,1984,TO_DO,Minimum Difference Between Highest and Lowest of K Scores,minimum-difference-between-highest-and-lowest-of-k-scores,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.5896346175074512
MEDIUM,2113,False,1985,TO_DO,Find the Kth Largest Integer in the Array,find-the-kth-largest-integer-in-the-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Divide and Conquer', 'slug': 'divide-and-conquer', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Quickselect', 'slug': 'quickselect', '__typename': 'CommonTagNode'}]",0.4708548420400579
MEDIUM,2114,False,1986,TO_DO,Minimum Number of Work Sessions to Finish the Tasks,minimum-number-of-work-sessions-to-finish-the-tasks,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Bitmask', 'slug': 'bitmask', '__typename': 'CommonTagNode'}]",0.34014528362354457
HARD,2115,False,1987,TO_DO,Number of Unique Good Subsequences,number-of-unique-good-subsequences,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.5229087006104515
MEDIUM,2136,True,1988,TO_DO,Find Cutoff Score for Each School,find-cutoff-score-for-each-school,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.6689120745542951
MEDIUM,1979,True,1989,TO_DO,Maximum Number of People That Can Be Caught in Tag,maximum-number-of-people-that-can-be-caught-in-tag,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.4926202798543224
MEDIUM,2143,True,1990,TO_DO,Count the Number of Experiments,count-the-number-of-experiments,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.4887307236061684
EASY,2102,False,1991,TO_DO,Find the Middle Index in Array,find-the-middle-index-in-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.6840940146242793
MEDIUM,2103,False,1992,TO_DO,Find All Groups of Farmland,find-all-groups-of-farmland,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",0.7547964640401615
MEDIUM,2104,False,1993,TO_DO,Operations on Tree,operations-on-tree,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}]",0.44131361842891875
HARD,2105,False,1994,TO_DO,The Number of Good Subsets,the-number-of-good-subsets,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}, {'name': 'Number Theory', 'slug': 'number-theory', '__typename': 'CommonTagNode'}, {'name': 'Bitmask', 'slug': 'bitmask', '__typename': 'CommonTagNode'}]",0.3611397306995417
EASY,2122,False,1995,TO_DO,Count Special Quadruplets,count-special-quadruplets,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.6369054337765537
MEDIUM,2123,False,1996,TO_DO,The Number of Weak Characters in the Game,the-number-of-weak-characters-in-the-game,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",0.4427835111791587
MEDIUM,2124,False,1997,TO_DO,First Day Where You Have Been in All the Rooms,first-day-where-you-have-been-in-all-the-rooms,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",0.39899085804193907
HARD,2125,False,1998,TO_DO,GCD Sort of an Array,gcd-sort-of-an-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Number Theory', 'slug': 'number-theory', '__typename': 'CommonTagNode'}]",0.47195734246681975
MEDIUM,2141,True,1999,TO_DO,Smallest Greater Multiple Made of Two Digits,smallest-greater-multiple-made-of-two-digits,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.4805577376276512
EASY,2128,False,2000,TO_DO,Reverse Prefix of Word,reverse-prefix-of-word,"[{'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}]",0.8643864439045162
MEDIUM,2129,False,2001,TO_DO,Number of Pairs of Interchangeable Rectangles,number-of-pairs-of-interchangeable-rectangles,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}, {'name': 'Number Theory', 'slug': 'number-theory', '__typename': 'CommonTagNode'}]",0.5168627682266325
MEDIUM,2130,False,2002,TO_DO,Maximum Product of the Length of Two Palindromic Subsequences,maximum-product-of-the-length-of-two-palindromic-subsequences,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Bitmask', 'slug': 'bitmask', '__typename': 'CommonTagNode'}]",0.6171695282547092
HARD,2131,False,2003,TO_DO,Smallest Missing Genetic Value in Each Subtree,smallest-missing-genetic-value-in-each-subtree,"[{'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}]",0.46908354803091645
HARD,2152,True,2004,TO_DO,The Number of Seniors and Juniors to Join the Company,the-number-of-seniors-and-juniors-to-join-the-company,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.4548036387841136
HARD,2153,True,2005,TO_DO,Subtree Removal Game with Fibonacci Tree,subtree-removal-game-with-fibonacci-tree,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}, {'name': 'Game Theory', 'slug': 'game-theory', '__typename': 'CommonTagNode'}]",0.56884561891516
EASY,2116,False,2006,TO_DO,Count Number of Pairs With Absolute Difference K,count-number-of-pairs-with-absolute-difference-k,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",0.8504936700705472
MEDIUM,2117,False,2007,TO_DO,Find Original Array From Doubled Array,find-original-array-from-doubled-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.4057928621222269
MEDIUM,2118,False,2008,TO_DO,Maximum Earnings From Taxi,maximum-earnings-from-taxi,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",0.45421361688620854
HARD,2119,False,2009,TO_DO,Minimum Number of Operations to Make Array Continuous,minimum-number-of-operations-to-make-array-continuous,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}]",0.5218527642652594
HARD,2158,True,2010,TO_DO,The Number of Seniors and Juniors to Join the Company II,the-number-of-seniors-and-juniors-to-join-the-company-ii,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.6508100979653352
EASY,2137,False,2011,TO_DO,Final Value of Variable After Performing Operations,final-value-of-variable-after-performing-operations,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",0.8958738540998865
MEDIUM,2138,False,2012,TO_DO,Sum of Beauty in the Array,sum-of-beauty-in-the-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}]",0.5044016736401674
MEDIUM,2139,False,2013,TO_DO,Detect Squares,detect-squares,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",0.5162767341781721
HARD,2140,False,2014,TO_DO,Longest Subsequence Repeated k Times,longest-subsequence-repeated-k-times,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.7153509255454554
MEDIUM,2142,True,2015,TO_DO,Average Height of Buildings in Each Segment,average-height-of-buildings-in-each-segment,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}]",0.5772266065388951
EASY,2144,False,2016,TO_DO,Maximum Difference Between Increasing Elements,maximum-difference-between-increasing-elements,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}]",0.6630941693943843
MEDIUM,2145,False,2017,TO_DO,Grid Game,grid-game,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.6093503333974339
MEDIUM,2146,False,2018,TO_DO,Check if Word Can Be Placed In Crossword,check-if-word-can-be-placed-in-crossword,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",0.5021240759801628
HARD,2147,False,2019,TO_DO,The Score of Students Solving Math Expression,the-score-of-students-solving-math-expression,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Memoization', 'slug': 'memoization', '__typename': 'CommonTagNode'}]",0.3354331933426661
MEDIUM,2167,True,2020,TO_DO,Number of Accounts That Did Not Stream,number-of-accounts-that-did-not-stream,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.7218816185486567
MEDIUM,2075,True,2021,TO_DO,Brightest Position on Street,brightest-position-on-street,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}, {'name': 'Ordered Set', 'slug': 'ordered-set', '__typename': 'CommonTagNode'}]",0.6027076129637227
EASY,2132,False,2022,TO_DO,Convert 1D Array Into 2D Array,convert-1d-array-into-2d-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",0.7189979286356354
MEDIUM,2133,False,2023,TO_DO,Number of Pairs of Strings With Concatenation Equal to Target,number-of-pairs-of-strings-with-concatenation-equal-to-target,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",0.7498188780790727
MEDIUM,2134,False,2024,TO_DO,Maximize the Confusion of an Exam,maximize-the-confusion-of-an-exam,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.6905040358369794
HARD,2135,False,2025,TO_DO,Maximum Number of Ways to Partition an Array,maximum-number-of-ways-to-partition-an-array,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",0.34874816705588446
EASY,2172,True,2026,TO_DO,Low-Quality Problems,low-quality-problems,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",0.8455204974666053
EASY,2154,False,2027,TO_DO,Minimum Moves to Convert String,minimum-moves-to-convert-string,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",0.5687326140099469
MEDIUM,2155,False,2028,TO_DO,Find Missing Observations,find-missing-observations,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",0.5738489269757074
MEDIUM,2156,False,2029,TO_DO,Stone Game IX,stone-game-ix,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}, {'name': 'Game Theory', 'slug': 'game-theory', '__typename': 'CommonTagNode'}]",0.2918412073126751
